,links
368,http://web.archive.org/web/20190330214510/http://ghanaxtra.com/2019/03/sunyani-concern-students-accuse-fiapre-chief-of-encroaching-on-university-lands.html
369,http://web.archive.org/web/20210125211815/https://ghanaxtra.com/2021/01/president-akufo-addo-scraps-7-ministeries.html
370,http://web.archive.org/web/20190328010556/http://ghanaxtra.com/2018/03/ghana-will-soon-legalise-homosexuality-us-ambassador.html
371,http://web.archive.org/web/20230308060543/https://www.ghanaxtra.com/2023/01/south-africa-urges-mtn-and-ghana-to-settle-773m-tax-conflict.html
372,http://web.archive.org/web/20210513163049/https://ghanaxtra.com/2021/04/video-kennedy-agyapong-describes-net-2-management-as-brainless-foolish.html
373,http://web.archive.org/web/20181226221337/http://ghanaxtra.com/2018/11/khashoggi-murder-body-dissolved-in-acid.html
374,http://web.archive.org/web/20190327010157/http://ghanaxtra.com/2018/06/ndc-party-school-introduces-grassroots-mobilization-course-members.html
375,http://web.archive.org/web/20190116064121/http://ghanaxtra.com/2018/10/photos-shatta-listens-sarkodie-customises-mecedes-benz-advice-1-18.html
376,http://web.archive.org/web/20190213123629/http://ghanaxtra.com/2017/08/photos-studios-of-royal-tv-razed-by-fire.html
377,http://web.archive.org/web/20190210115434/http://ghanaxtra.com/2019/02/friday-bonanza-lotto-results-for-8th-february-2019.html
378,http://web.archive.org/web/20190116064121/http://ghanaxtra.com/2018/04/techiman-two-dead-one-injured-ghastly-accident-photos.html
379,http://web.archive.org/web/20190213123629/http://ghanaxtra.com/2019/01/arsenal-midfielder-aaron-ramsey-signs-pre-contract-agreement-with-juventus.html
380,http://web.archive.org/web/20180409195513/https://ghanaxtra.com/2017/09/ex-husband-of-afia-schwarzenegger-granted-20k-bail.html
381,http://web.archive.org/web/20211215062122/https://ghanaxtra.com/2021/11/just-in-parliament-approves-2022-budget-statement-after-initial-rejection.html
382,http://web.archive.org/web/20211229184821/https://ghanaxtra.com/2021/12/exclusive-kojo-preko-dankwa-resigns-from-class-media.html
383,http://web.archive.org/web/20181122183640/http://ghanaxtra.com/2018/11/arsene-wenger-predicts-robotic-managers-and-substitutions-being-decided-on-social-media-in-the-future.html
384,http://web.archive.org/web/20201128054921/https://ghanaxtra.com/2020/11/ndc-campaign-turns-fatal-in-ejura-as-6-people-perish-in-accident.html
385,http://web.archive.org/web/20181214162817/http://ghanaxtra.com/2018/12/russell-bishop-jailed-for-1986-babes-in-the-wood-murders.html
386,http://web.archive.org/web/20200804004454/https://ghanaxtra.com/2020/07/ges-details-circumstances-leading-to-death-of-omess-student.html
387,http://web.archive.org/web/20190116064121/http://ghanaxtra.com/2019/01/james-not-picked-to-start-for-bayern-munich-in-friendly-tournament.html
388,http://web.archive.org/web/20211017151719/https://ghanaxtra.com/2021/09/gfa-sacks-coach-c-k-akonnor-over-poor-performance.html
389,http://web.archive.org/web/20190123191109/http://ghanaxtra.com/2018/03/ghana-will-soon-legalise-homosexuality-us-ambassador.html
390,http://web.archive.org/web/20210411080304/https://ghanaxtra.com/2021/04/just-in-television-personality-natalie-fort-quits-media-general.html
391,http://web.archive.org/web/20190330214510/http://ghanaxtra.com/2019/03/breaking-parliament-passes-rti-bill-after-17-years-delay.html
392,http://web.archive.org/web/20220525034713/https://ghanaxtra.com/2022/03/official-baba-yara-stadium-hosts-ghana-vs-nigeria-play-off-tie.html
393,http://web.archive.org/web/20220704030357/https://ghanaxtra.com/2022/03/correct-score-prophet-predicts-results-of-ghana-nigeria-clash.html
394,http://web.archive.org/web/20190227194332/http://ghanaxtra.com/2017/09/slay-queen-nana-akua-comes-to-the-defence-of-afia-swarzenegger-decribes-ex-husband-as-lame-and-sexually-weak.html
395,http://web.archive.org/web/20220309024027/https://ghanaxtra.com/2021/12/kennedy-agyapong-seriously-sick-too-weak-for-cross-examination.html
396,http://web.archive.org/web/20190125013254/http://ghanaxtra.com/2018/03/st-james-seminary-launches-40th-anniversary-events.html
397,http://web.archive.org/web/20201101082755/https://ghanaxtra.com/2020/10/ec-clears-12-candidates-to-contest-2020-presidential-elections.html
398,http://web.archive.org/web/20181226221337/http://ghanaxtra.com/2018/12/real-madrid-beat-al-ain-to-win-fifa-club-world-cup-for-a-third-successive-year.html
399,http://web.archive.org/web/20201101082755/https://ghanaxtra.com/2020/10/just-in-jordan-ayew-tests-positive-for-coronavirus.html
400,http://web.archive.org/web/20190125013254/http://ghanaxtra.com/2018/12/liverpool-loanee-ben-woodburn-returns-from-sheffield-united-for-treatment-on-ankle-injury.html
401,http://web.archive.org/web/20190227194332/http://ghanaxtra.com/2018/04/ndc-full-wise-people-can-predict-future-ken-agyapong.html
402,http://web.archive.org/web/20190123191109/http://ghanaxtra.com/2019/01/chelsea-transfer-news-eden-hazard-rules-out-manchester-united-move-even-if-zinedine-zidane-becomes-new-manager.html
403,http://web.archive.org/web/20190116064121/http://ghanaxtra.com/2017/07/funny-video-watch-a-two-year-pupil-matching.html
404,http://web.archive.org/web/20190123191109/http://ghanaxtra.com/2019/01/callum-smith-tricked-by-orgasm-noise-video-during-boxing-press-conference.html
405,http://web.archive.org/web/20201024153408/https://ghanaxtra.com/2020/10/full-text-akufo-addos-18th-address-to-the-nation-on-measures-to-fight-covid-19.html
406,http://web.archive.org/web/20190325095346/http://ghanaxtra.com/2019/01/fight-night-live-on-talksport-tonight-eddie-hearn-on-anthony-joshua-vs-tyson-fury-plus-anthony-crolla-in-the-studio.html
407,http://web.archive.org/web/20211201101811/https://ghanaxtra.com/2021/11/gnat-nagrat-announce-christmas-packages-for-teachers.html
408,http://web.archive.org/web/20190325095346/http://ghanaxtra.com/2018/03/mahamas-infrastructural-record-impeccable-us-ambassador.html
409,http://web.archive.org/web/20200930233654/https://ghanaxtra.com/2020/09/god-is-not-so-wicked-to-give-npp-another-4-years-john-mahama.html
410,http://web.archive.org/web/20190213123629/http://ghanaxtra.com/2017/09/wayne-rooney-banned-from-driving-for-two-years-check-all-the-13-expensive-cars-he-cant-drive-here.html
411,http://web.archive.org/web/20190123191109/http://ghanaxtra.com/2019/01/manchester-united-next-manager-latest-england-boss-gareth-southgate-rules-himself-out-of-the-running.html
412,http://web.archive.org/web/20181124103259/http://ghanaxtra.com/2018/03/mahamas-infrastructural-record-impeccable-us-ambassador.html
413,http://web.archive.org/web/20190320172358/http://ghanaxtra.com/2017/08/real-madrid-annihilates-barcelona-51-on-aggregate-to-lift-spanish-supercopa.html
414,http://web.archive.org/web/20220309070018/https://ghanaxtra.com/2022/03/henry-osei-writes-on-coup-is-coup-the-alternative.html
415,http://web.archive.org/web/20180331145612/https://ghanaxtra.com/2018/03/social-media-fire-church-hires-white-man-play-jesus-palm-sunday.html
416,http://web.archive.org/web/20190320172358/http://ghanaxtra.com/2019/03/singer-r-kelly-arrested-for-unpaid-child-support.html
417,http://web.archive.org/web/20180819194425/https://ghanaxtra.com/2018/07/still-business-management-universal-microfinance.html
418,http://web.archive.org/web/20180819194425/https://ghanaxtra.com/2018/02/huge-revelation-shatta-wale-christened-disco.html
419,http://web.archive.org/web/20220309070018/https://ghanaxtra.com/2021/12/sad-day-tributes-pour-in-for-multimedias-elvis-kwashie.html
420,http://web.archive.org/web/20190227194332/http://ghanaxtra.com/2019/02/ndc-decides-mahama-cruising-to-victory-likely-to-secure-95-24-percent.html
421,http://web.archive.org/web/20180409195513/https://ghanaxtra.com/2018/04/ignore-prophecies-mahama-can-never-president-rev-owusu-bempah.html
422,http://web.archive.org/web/20200422221142/https://ghanaxtra.com/2020/04/benedicta-gafa-drops-new-shots-to-tell-kennedy-agyapong-shes-still-slaying.html
423,http://web.archive.org/web/20181123200930/http://ghanaxtra.com/2017/08/floyd-mayweather-to-return-to-the-ring-again-after-nigerian-ladys-challenge.html
424,http://web.archive.org/web/20171107115608/http://www.ghanaxtra.com/2017/09/is-78-really-14-watch-how-kumawood.html
425,http://web.archive.org/web/20201115222722/https://ghanaxtra.com/2020/11/just-in-fmr-prez-j-j-rawlings-is-dead.html
426,http://web.archive.org/web/20190127074742/http://ghanaxtra.com/2019/01/us-supreme-court-allows-trump-military-transgender-ban.html
427,http://web.archive.org/web/20211229184821/https://ghanaxtra.com/2021/12/ibrahim-mahama-clutches-deal-with-renault-trucks-for-ghanaphotos.html
428,http://web.archive.org/web/20181214162817/http://ghanaxtra.com/2018/05/like-stanchart-barclays-ladies-prophet-kumchacha.html
429,http://web.archive.org/web/20180331145612/https://ghanaxtra.com/2018/02/azumah-nelson-naming-strategy-six-children-names-start-letter-d.html
430,http://web.archive.org/web/20210618095204/https://ghanaxtra.com/2021/06/euro-2020-meet-the-ghanaian-serving-as-mobility-maker-at-munich-stadium.html
431,http://web.archive.org/web/20210918022838/https://ghanaxtra.com/2021/09/ghana-ranked-no-2-in-watching-pono-in-the-world.html
432,http://web.archive.org/web/20220309070018/https://ghanaxtra.com/2022/01/i-had-brain-tumor-not-stroke-ken-agyapong-settles-sickness-rumours.html
433,http://web.archive.org/web/20220704030357/https://ghanaxtra.com/2022/02/breaking-news-utag-suspends-industrial-action-after-executive-meeting.html
434,http://web.archive.org/web/20210918022838/https://ghanaxtra.com/2021/09/jachie-pramso-headmaster-shs-interdicted-by-ges.html
435,http://web.archive.org/web/20200804004454/https://ghanaxtra.com/2020/07/trending-has-wassce-2020-integrated-science-leaked-full-details-available-here.html
436,http://web.archive.org/web/20190330214510/http://ghanaxtra.com/2019/01/fiona-onasanya-peterborough-mp-jailed-in-speeding-case.html
437,http://web.archive.org/web/20210411080304/https://ghanaxtra.com/2021/03/hungry-npp-foot-soldiers-in-arms-over-abeiku-santanas-ambassadorial-appointment.html
438,http://web.archive.org/web/20200422221142/https://ghanaxtra.com/2020/04/manasseh-azure-punches-paul-adom-otchere-describes-him-as-a-lair-evil.html
439,http://web.archive.org/web/20181226221337/http://ghanaxtra.com/2018/12/420k-filing-fee-im-prepared-fight-end-alban-bagbin.html
440,http://web.archive.org/web/20180331145612/https://ghanaxtra.com/2018/03/counselor-lutterodt-fooling-much-will-give-200-anyone-can-slap-musician.html
441,http://web.archive.org/web/20190127074742/http://ghanaxtra.com/2019/01/fight-night-live-on-talksport-tonight-eddie-hearn-on-anthony-joshua-vs-tyson-fury-plus-anthony-crolla-in-the-studio.html
442,http://web.archive.org/web/20200503085750/https://ghanaxtra.com/2020/04/my-transfer-is-not-politically-motivated-fmr-bono-medical-director.html
443,http://web.archive.org/web/20220126232214/https://ghanaxtra.com/2021/12/ibrahim-mahama-clutches-deal-with-renault-trucks-for-ghanaphotos.html
444,http://web.archive.org/web/20180401051902/https://ghanaxtra.com/2018/03/stop-nonsense-afraid-die-pastor-tells-celebrities.html
445,http://web.archive.org/web/20180331145612/https://ghanaxtra.com/2017/10/female-basic-school-teacher-wins-national-best-teacher-award.html
446,http://web.archive.org/web/20181122183640/http://ghanaxtra.com/2018/11/knust-students-fear-death-threat.html
447,http://web.archive.org/web/20210513163049/https://ghanaxtra.com/2021/05/citi-tvs-caleb-kudah-released-after-arrest-by-national-security.html
448,http://web.archive.org/web/20190327010157/http://ghanaxtra.com/2018/01/photos-four-npp-supporters-sustain-gun-wounds-one-critical-condition.html
449,http://web.archive.org/web/20220309070018/https://ghanaxtra.com/2022/02/berekum-east-npp-constituency-office-vandalisedphotos.html
450,http://web.archive.org/web/20190227194332/http://ghanaxtra.com/2019/02/krowor-mahama-floors-joshua-alabi-in-his-own-backyard.html
451,http://web.archive.org/web/20201101082755/https://ghanaxtra.com/2020/10/order-of-ballot-npp-pick-number-1-ndc-number-2.html
452,http://web.archive.org/web/20190413105257/https://ghanaxtra.com/2019/04/friday-bonanza-lotto-results-for-12th-april-2019.html
453,http://web.archive.org/web/20220525044517/https://ghanaxtra.com/2022/03/ghana-vrs-nigeria-beninese-spitualist-predicts-scoreline.html
454,http://web.archive.org/web/20181225172547/http://ghanaxtra.com/2017/12/florentino-perez-wants-ronaldo-to-retire-at-real-madrid.html
455,http://web.archive.org/web/20200503085750/https://ghanaxtra.com/2020/04/akufo-addo-extends-ban-on-gatherings-for-2-more-weeks.html
456,http://web.archive.org/web/20190327010157/http://ghanaxtra.com/2017/09/is-78-really-14-watch-how-kumawood-actress-maame-serwaa-fumbled-and-gave-a-wrong-answer.html
457,http://web.archive.org/web/20190413105257/https://ghanaxtra.com/2019/04/akufo-addo-named-among-17-most-reputable-africans-in-2019-check-full-list-here.html
458,http://web.archive.org/web/20210121185243/https://ghanaxtra.com/2021/01/bulldog-expresses-gratitude-to-mahama-for-wise-counsel.html
459,http://web.archive.org/web/20190327010157/http://ghanaxtra.com/2019/03/mexico-demands-apology-from-pope-over-human-rights-abuses.html
460,http://web.archive.org/web/20190116064121/http://ghanaxtra.com/2017/09/full-list-2017-adonko-rtp-nominees.html
461,http://web.archive.org/web/20190327010157/http://ghanaxtra.com/2017/07/friendship-gone-bad-i-have-parted-ways-with-ayariga-he-is-no-longer-my-best-friend-hon-muntaka.html
462,http://web.archive.org/web/20220704040657/https://ghanaxtra.com/2022/03/ghana-vrs-nigeria-beninese-spitualist-predicts-scoreline.html
463,http://web.archive.org/web/20181123200930/http://ghanaxtra.com/2018/03/counselor-lutterodt-fooling-much-will-give-200-anyone-can-slap-musician.html
464,http://web.archive.org/web/20181122183640/http://ghanaxtra.com/2018/11/in-wake-of-nissan-scandal-france-calls-for-interim-governance-at-renault.html
465,http://web.archive.org/web/20181122183640/http://ghanaxtra.com/2018/11/mi5-too-slow-over-manchester-arena-bomber.html
466,http://web.archive.org/web/20220128222150/https://ghanaxtra.com/2021/12/kofi-mensah-the-ghanaian-football-agent-managing-aubameyang-other-top-stars.html
467,http://web.archive.org/web/20211017151719/https://ghanaxtra.com/2021/09/angry-osei-tutu-students-destroy-assistant-headmasters-farm-over-strict-invigilation.html
468,http://web.archive.org/web/20180409195513/https://ghanaxtra.com/2017/08/hiv-prevalence-rate-among-pregnant-women-on-the-rise.html
469,http://web.archive.org/web/20201024153408/https://ghanaxtra.com/2020/10/waec-announces-date-for-release-of-2020-wassce-results.html
470,http://web.archive.org/web/20190328010556/http://ghanaxtra.com/2018/05/clear-communication-respect-lot-orgasms-sustain-relationships.html
471,http://web.archive.org/web/20180413043210/https://ghanaxtra.com/2018/04/ashanti-region-rapper-sarkodie-involved-accident.html
472,http://web.archive.org/web/20181122183640/http://ghanaxtra.com/2018/11/jose-mourinho-celebration-against-juventus-was-loved-by-manchester-united-fans-on-twitter.html
473,http://web.archive.org/web/20181122183640/http://ghanaxtra.com/2018/03/icgc-pastor-gives-thieves-13-days-surrender-face-wrath-god.html
474,http://web.archive.org/web/20220525044517/https://ghanaxtra.com/2022/01/32-year-old-man-gains-admission-to-adisadel-to-fulfil-childhood-dream.html
475,http://web.archive.org/web/20190330214510/http://ghanaxtra.com/2018/03/mahamas-infrastructural-record-impeccable-us-ambassador.html
476,http://web.archive.org/web/20200503085750/https://ghanaxtra.com/2020/04/mosquito-spray-kill-covid-19-uk-begin-trials.html
477,http://web.archive.org/web/20190325095346/http://ghanaxtra.com/2019/01/chelsea-transfer-news-eden-hazard-rules-out-manchester-united-move-even-if-zinedine-zidane-becomes-new-manager.html
478,http://web.archive.org/web/20190210115434/http://ghanaxtra.com/2018/03/ghana-will-soon-legalise-homosexuality-us-ambassador.html
479,http://web.archive.org/web/20190328010556/http://ghanaxtra.com/2018/03/will-die-pastor-predicts-death-mzbel-warns.html
480,http://web.archive.org/web/20220525044517/https://ghanaxtra.com/2022/03/customer-wrongfully-arrested-by-stanbic-bank-gets-compensation.html
481,http://web.archive.org/web/20220525044517/https://ghanaxtra.com/2022/03/correct-score-prophet-predicts-results-of-ghana-nigeria-clash.html
482,http://web.archive.org/web/20180413043210/https://ghanaxtra.com/2018/04/kwaku-bonsam-names-baby-girl-shatta-wale.html
483,http://web.archive.org/web/20190213123629/http://ghanaxtra.com/2019/02/savannah-region-damongo-chosen-as-regional-capital.html
484,http://web.archive.org/web/20211201101811/https://ghanaxtra.com/2021/11/court-issues-bench-warrant-for-arrest-of-francis-xavier-sosu.html
485,http://web.archive.org/web/20211017151719/https://ghanaxtra.com/2021/10/leader-of-western-togoland-papavi-hogbedetor-reported-dead.html
486,http://web.archive.org/web/20181122183640/http://ghanaxtra.com/2018/04/brong-ahafo-region-npp-regional-executive-elections-wins-position.html
487,http://web.archive.org/web/20210918022838/https://ghanaxtra.com/2021/09/akufo-addo-bawumia-babies-beat-mahama-babies-with-sharp-teeth.html
488,http://web.archive.org/web/20210513163049/https://ghanaxtra.com/2021/04/full-list-of-winners-of-2021-foklex-media-awards.html
489,http://web.archive.org/web/20190227194332/http://ghanaxtra.com/2018/03/ndcs-koku-anyidoho-arrested-reckless-comments.html
490,http://web.archive.org/web/20181214162817/http://ghanaxtra.com/2018/05/anas-breaks-silence-says-number-12-will-bring-sanity-transparency.html
491,http://web.archive.org/web/20190327010157/http://ghanaxtra.com/2019/03/photos-rapper-trigmatic-survives-gory-accident.html
492,http://web.archive.org/web/20201128054921/https://ghanaxtra.com/2020/11/exclusive-nana-konadu-withdraws-from-dec-elections.html
493,http://web.archive.org/web/20181226221337/http://ghanaxtra.com/2018/12/jamaican-reggae-star-buju-banton-released-jail.html
494,http://web.archive.org/web/20190213123629/http://ghanaxtra.com/2018/04/kennedy-agyepong-goes-cursing-spree-says-rawlings-will-suffer-glory-god.html
495,http://web.archive.org/web/20181124103259/http://ghanaxtra.com/2018/09/photos-mark-wayongo-survives-gory-accident.html
496,http://web.archive.org/web/20181122183640/http://ghanaxtra.com/2018/03/ghana-will-soon-legalise-homosexuality-us-ambassador.html
497,http://web.archive.org/web/20200422221142/https://ghanaxtra.com/2020/04/president-buhari-loses-personal-bodyguard-4-days-after-death-of-chief-of-staff.html
498,http://web.archive.org/web/20181122183640/http://ghanaxtra.com/2018/10/shatta-wales-mother-calls-truce-begs-sarkodie-cease-fire.html
499,http://web.archive.org/web/20220128231400/https://ghanaxtra.com/2021/12/ibrahim-mahama-clutches-deal-with-renault-trucks-for-ghanaphotos.html
500,http://web.archive.org/web/20181214162817/http://ghanaxtra.com/2018/12/thibaut-courtois-real-madrid-goalkeeper-suffering-from-world-cup-fatigue-says-former-chelsea-man-mark-bosnich.html
501,http://web.archive.org/web/20211229184821/https://ghanaxtra.com/2021/12/fmr-igp-withdraws-suit-against-kennedy-agyapongs-boy-after-judges-warning-in-court.html
502,http://web.archive.org/web/20190127074742/http://ghanaxtra.com/2019/01/callum-smith-tricked-by-orgasm-noise-video-during-boxing-press-conference.html
503,http://web.archive.org/web/20210918022838/https://ghanaxtra.com/2021/09/doctor-who-testified-in-ejura-shooting-incident-transferred.html
504,http://web.archive.org/web/20170910163804/http://www.ghanaxtra.com/2017/09/18-photos-cheating-in-marriage-afia.html
505,http://web.archive.org/web/20190210115434/http://ghanaxtra.com/2018/11/leicester-city-owner-vichais-funeral-in-thailand-begins.html
506,http://web.archive.org/web/20211229184821/https://ghanaxtra.com/2021/12/asantewaa-a-maccarthy-uccs-best-graduating-student-for-2021.html
507,http://web.archive.org/web/20220313025528/https://ghanaxtra.com/2021/12/sad-day-tributes-pour-in-for-multimedias-elvis-kwashie.html
508,http://web.archive.org/web/20180819194425/https://ghanaxtra.com/2017/09/video-ndc-protesters-heckle-akufo-addos-cousin-in-new-york.html
509,http://web.archive.org/web/20190330214510/http://ghanaxtra.com/2019/03/mexico-demands-apology-from-pope-over-human-rights-abuses.html
510,http://web.archive.org/web/20190327010157/http://ghanaxtra.com/2019/02/forget-akuapem-poloo-here-are-some-decent-sons-of-akuapeman.html
511,http://web.archive.org/web/20181214162817/http://ghanaxtra.com/2018/11/chelsea-transfer-news-barcelona-set-to-launch-audacious-malcom-plus-cash-bid-for-willian.html
512,http://web.archive.org/web/20220313025528/https://ghanaxtra.com/2021/12/just-in-ges-sacks-comedian-teacher-kwadwo-for-professional-misconduct.html
513,http://web.archive.org/web/20180409195513/https://ghanaxtra.com/2018/02/bodi-tribe-men-drink-blood-milk.html
514,http://web.archive.org/web/20190127074742/http://ghanaxtra.com/2018/02/video-ghanaian-nurse-s3xtape-leaked-online-medical-doctor.html
515,http://web.archive.org/web/20181124103259/http://ghanaxtra.com/2018/10/opinion-will-ghana-education-service-stop-charging-illegal-fees.html
516,http://web.archive.org/web/20190227194332/http://ghanaxtra.com/2018/11/yerry-mina-i-would-train-alone-but-valverde-didnt-call-me.html
517,http://web.archive.org/web/20181226221337/http://ghanaxtra.com/2018/03/ghana-will-soon-legalise-homosexuality-us-ambassador.html
518,http://web.archive.org/web/20190413105257/https://ghanaxtra.com/2019/04/audio-mobile-money-fraudster-trying-dupe-knust-lecturer-gh%c2%a21.html
519,http://web.archive.org/web/20200503085750/https://ghanaxtra.com/2020/05/police-service-condemns-adom-fm-staff-for-security-uniform.html
520,http://web.archive.org/web/20211215062122/https://ghanaxtra.com/2021/12/akuapem-poloo-back-to-prison-after-court-quashes-appeal.html
521,http://web.archive.org/web/20190328010556/http://ghanaxtra.com/2019/03/sunyani-bess-and-susec-clash-at-b-a-super-zonals-game-ends-abruptly.html
522,http://web.archive.org/web/20210918022838/https://ghanaxtra.com/2021/09/mahama-consoles-bawumia-over-the-passing-of-his-mother.html
523,http://web.archive.org/web/20190320172358/http://ghanaxtra.com/2019/03/they-have-slapped-a-policeman-and-you-are-speaking-big-grammar-afia-schwarzenegger-tells-police-service.html
524,http://web.archive.org/web/20210725003713/https://ghanaxtra.com/2021/07/cop-dampare-replaces-oppong-boanuh-as-igp.html
525,http://web.archive.org/web/20220128222150/https://ghanaxtra.com/2021/12/exclusive-kojo-preko-dankwa-resigns-from-class-media.html
526,http://web.archive.org/web/20230308060543/https://www.ghanaxtra.com/2022/03/breaking-e-levy-passed-amid-boycott-by-minority.html
527,http://web.archive.org/web/20220126232214/https://ghanaxtra.com/2021/12/teacher-kwadwo-provides-20-solid-responses-to-rubbish-dismissal.html
528,http://web.archive.org/web/20180413043210/https://ghanaxtra.com/2018/01/watch-live-akufo-addo-meets-press.html
529,http://web.archive.org/web/20190125013254/http://ghanaxtra.com/2018/11/video-fire-personnel-struggle-helplessly-fire-consumes-vehicle.html
530,http://web.archive.org/web/20190127074742/http://ghanaxtra.com/2019/01/emiliano-sala-search-for-footballer-and-pilot-called-off.html
531,http://web.archive.org/web/20190123191109/http://ghanaxtra.com/2018/03/mahamas-infrastructural-record-impeccable-us-ambassador.html
532,http://web.archive.org/web/20190125013254/http://ghanaxtra.com/2017/09/appiah-stadium-nabbed-for-describing-akufo-addo-as-drug-addict.html
533,http://web.archive.org/web/20181225172547/http://ghanaxtra.com/2018/12/real-madrid-beat-al-ain-to-win-fifa-club-world-cup-for-a-third-successive-year.html
534,http://web.archive.org/web/20210121185243/https://ghanaxtra.com/2021/01/exclusive-auditor-general-domelevo-returns-from-leave-set-to-resume-work-on-monday.html
535,http://web.archive.org/web/20180401051902/https://ghanaxtra.com/2017/11/yvonne-nelson-pregnancy-photos-released.html
536,http://web.archive.org/web/20190325095346/http://ghanaxtra.com/2017/07/what-actually-caused-the-kotoko-accident-read-the-inside-story-here.html
537,http://web.archive.org/web/20190125013254/http://ghanaxtra.com/2018/03/ghana-will-soon-legalise-homosexuality-us-ambassador.html
538,http://web.archive.org/web/20211017151719/https://ghanaxtra.com/2021/10/fmr-aviation-minister-kofi-adda-passes-on.html
539,http://web.archive.org/web/20220324025456/https://ghanaxtra.com/2021/12/just-in-joy-brands-general-manager-of-multimedia-group-is-dead.html
540,http://web.archive.org/web/20210513163049/https://ghanaxtra.com/2021/05/cid-invites-53-shs-headmasters-over-food-for-cash.html
541,http://web.archive.org/web/20180409195513/https://ghanaxtra.com/2018/01/fire-breaks-out-at-trump-tower.html
542,http://web.archive.org/web/20200804004454/https://ghanaxtra.com/2020/07/npp-regional-executive-slaps-ndc-executive-on-live-radiovideo.html
543,http://web.archive.org/web/20211201101811/https://ghanaxtra.com/2021/11/waec-provides-update-on-when-2021-wassce-will-be-out.html
544,http://web.archive.org/web/20190413105257/https://ghanaxtra.com/2019/04/video-kofi-kingston-becomes-first-african-to-win-wwe-championship.html
545,http://web.archive.org/web/20211026191535/https://ghanaxtra.com/2021/09/the-s3x-predator-an-investigative-piece-by-manasseh-azurevideo.html
546,http://web.archive.org/web/20190116064121/http://ghanaxtra.com/2018/03/mahamas-infrastructural-record-impeccable-us-ambassador.html
547,http://web.archive.org/web/20181122183640/http://ghanaxtra.com/2018/01/why-was-abronye-beaten-check-all-the-inside-details-here.html
548,http://web.archive.org/web/20201101082755/https://ghanaxtra.com/2020/10/rawlings-mother-victoria-agbotui-goes-home-on-oct-24.html
549,http://web.archive.org/web/20211017151719/https://ghanaxtra.com/2021/09/mahama-consoles-bawumia-over-the-passing-of-his-mother.html
550,http://web.archive.org/web/20180401051902/https://ghanaxtra.com/2018/02/video-ghanaian-nurse-s3xtape-leaked-online-medical-doctor.html
551,http://web.archive.org/web/20190327010157/http://ghanaxtra.com/2017/10/fifa-rejects-ghanas-protest-against-south-african-referee.html
552,http://web.archive.org/web/20190127074742/http://ghanaxtra.com/2019/01/rees-mogg-says-reformed-brexit-deal-could-win-over-critics.html
553,http://web.archive.org/web/20210125211815/https://ghanaxtra.com/2021/01/just-in-nib-picks-bulldog-over-threats-to-akufo-addo.html
554,http://web.archive.org/web/20181214162817/http://ghanaxtra.com/2018/06/wasnt-slapped-mahamas-bodyguard-namoale-sets-records-straight.html
555,http://web.archive.org/web/20201128054921/https://ghanaxtra.com/2020/11/manasseh-awuni-sues-kennedy-agyapong-over-continues-attack.html
556,http://web.archive.org/web/20181226221337/http://ghanaxtra.com/2018/12/chinas-hottest-new-read-on-protracted-war-by-mao-with-a-trump-era-twist.html
557,http://web.archive.org/web/20220309070018/https://ghanaxtra.com/2021/12/exclusive-kojo-preko-dankwa-resigns-from-class-media.html
558,http://web.archive.org/web/20210411080304/https://ghanaxtra.com/2021/03/nana-ama-mcbrown-discharged-by-accra-circuit-court.html
559,http://web.archive.org/web/20220313025528/https://ghanaxtra.com/2022/01/32-year-old-man-gains-admission-to-adisadel-to-fulfil-childhood-dream.html
560,http://web.archive.org/web/20180401051902/https://ghanaxtra.com/2018/02/photos-christabel-ekeh-releases-pink-flower-photos-instagram.html
561,http://web.archive.org/web/20211201101811/https://ghanaxtra.com/2021/11/breaking-news-ndcs-madam-dzifa-ativor-is-dead.html
562,http://web.archive.org/web/20181123200930/http://ghanaxtra.com/2018/04/back-off-not-stepping-anybody-stephen-ntim-warns-akufo-addo.html
563,http://web.archive.org/web/20210411080304/https://ghanaxtra.com/2021/04/watch-shatta-bundles-alleged-s3x-video-with-aishavideo.html
564,http://web.archive.org/web/20190227194332/http://ghanaxtra.com/2018/01/rawlings-congratulates-martin-amidu-describes-appointment-apt.html
565,http://web.archive.org/web/20181123200930/http://ghanaxtra.com/2018/03/will-die-pastor-predicts-death-mzbel-warns.html
566,http://web.archive.org/web/20220128231400/https://ghanaxtra.com/2021/12/how-igp-akuffo-dampare-timeously-saved-a-dying-man.html
567,http://web.archive.org/web/20190327010157/http://ghanaxtra.com/2019/03/meet-wilhelmina-opoku-the-2018-overall-best-wassce-student.html
568,http://web.archive.org/web/20180409195513/https://ghanaxtra.com/2018/04/uew-brouhaha-one-lecturer-sacked-another-slapped-one-year-suspension.html
569,http://web.archive.org/web/20181122183640/http://ghanaxtra.com/2018/03/no-way-angry-ghanaian-social-media-users-say-no-president-buharis-corruption-fight.html
570,http://web.archive.org/web/20200804004454/https://ghanaxtra.com/2020/07/dr-bawumia-details-50-sins-of-john-mahama.html
571,http://web.archive.org/web/20170802195546/http://www.ghanaxtra.com/2017/07/western-region-one-person-confirmed.html
572,http://web.archive.org/web/20201115222722/https://ghanaxtra.com/2020/10/just-in-former-asante-kotoko-striker-reported-dead.html
