,links
990,http://web.archive.org/web/20201101082755/https://ghanaxtra.com/2020/10/marricke-kofi-gane-heads-to-court-over-disqualification.html
991,http://web.archive.org/web/20190325095346/http://ghanaxtra.com/2018/03/ghana-will-soon-legalise-homosexuality-us-ambassador.html
992,http://web.archive.org/web/20181225172547/http://ghanaxtra.com/2018/12/three-migrant-boat-rescues-in-the-english-channel.html
993,http://web.archive.org/web/20181225172547/http://ghanaxtra.com/2018/11/u-s-soldier-2-afghan-troops-killed-in-afghanistan.html
994,http://web.archive.org/web/20220525044517/https://ghanaxtra.com/2022/03/official-baba-yara-stadium-hosts-ghana-vs-nigeria-play-off-tie.html
995,http://web.archive.org/web/20190213123629/http://ghanaxtra.com/2018/03/go-ask-samini-killed-music-angry-shatta-wale-brags.html
996,http://web.archive.org/web/20181226221337/http://ghanaxtra.com/2018/12/three-migrant-boat-rescues-in-the-english-channel.html
997,http://web.archive.org/web/20190123191109/http://ghanaxtra.com/2018/12/charlie-adam-i-never-intentionally-tried-to-hurt-gareth-bale.html
998,http://web.archive.org/web/20190210115434/http://ghanaxtra.com/2018/02/bawumia-returns-today-12-day-sick-leave.html
999,http://web.archive.org/web/20190325095346/http://ghanaxtra.com/2019/01/nazanin-zaghari-ratcliffe-arrest-video-of-jailed-mother-in-iran.html
1000,http://web.archive.org/web/20180331145612/https://ghanaxtra.com/2018/03/koku-anyidohos-arrest-fulfilment-holy-bible-apostle-amoako-attah.html
1001,http://web.archive.org/web/20220704040657/https://ghanaxtra.com/2022/03/customer-wrongfully-arrested-by-stanbic-bank-gets-compensation.html
1002,http://web.archive.org/web/20190127074742/http://ghanaxtra.com/2018/01/prostitute-falls-death-strange-sex-balcony.html
1003,http://web.archive.org/web/20181123200930/http://ghanaxtra.com/2018/05/music-maestro-kojo-antwi-receives-2018-marley-dor-award.html
1004,http://web.archive.org/web/20181226221337/http://ghanaxtra.com/2017/10/koforidua-river-turns-into-blood-after-heavy-rainfall.html
1005,http://web.archive.org/web/20190328010556/http://ghanaxtra.com/2019/03/bono-east-man-kills-friend-over-gh%e2%82%b510.html
1006,http://web.archive.org/web/20190127074742/http://ghanaxtra.com/2018/11/man-admits-gloucester-wife-and-stepdaughter-murders.html
1007,http://web.archive.org/web/20171007034201/http://www.ghanaxtra.com/2017/10/female-basic-school-teacher-wins.html
1008,http://web.archive.org/web/20181122183640/http://ghanaxtra.com/2018/10/video-shatta-wale-sprays-money-enthusiastic-fans.html
1009,http://web.archive.org/web/20171012095814/http://www.ghanaxtra.com/2017/10/female-basic-school-teacher-wins.html
1010,http://web.archive.org/web/20170802195546/http://www.ghanaxtra.com/2017/07/johannesburg-adjuged-wealthiest-city-in.html
1011,http://web.archive.org/web/20180331145612/https://ghanaxtra.com/2017/10/walewale-one-student-dead-five-seriously-injured-in-tricycle-accident.html
1012,http://web.archive.org/web/20181124103259/http://ghanaxtra.com/2018/10/shatta-wales-mother-calls-truce-begs-sarkodie-cease-fire.html
1013,http://web.archive.org/web/20180413043210/https://ghanaxtra.com/2018/03/afia-schwarzenegger-trouble-wearing-police-uniform.html
1014,http://web.archive.org/web/20190413105257/https://ghanaxtra.com/2018/04/st-james-old-boy-wins-tokyos-policy-institute-award.html
1015,http://web.archive.org/web/20181226221337/http://ghanaxtra.com/2018/04/popular-rich-kid-ibrah-one-arrested.html
1016,http://web.archive.org/web/20220525034713/https://ghanaxtra.com/2022/03/world-cup-play-off-check-black-stars-starting-ix-against-nigeria-here.html
1017,http://web.archive.org/web/20220704030357/https://ghanaxtra.com/2022/03/ghana-vrs-nigeria-beninese-spitualist-predicts-scoreline.html
1018,http://web.archive.org/web/20190116064121/http://ghanaxtra.com/2017/08/akufo-addo-praises-bog-in-ut-and-capital-banks-saga.html
1019,http://web.archive.org/web/20220525034713/https://ghanaxtra.com/2022/03/8-passengers-traveling-from-sunyani-to-accra-die-in-gory-accident.html
1020,http://web.archive.org/web/20181122183640/http://ghanaxtra.com/2018/11/photos-student-gets-red-buttocks-ruthless-canning-teacher.html
1021,http://web.archive.org/web/20190327010157/http://ghanaxtra.com/2019/03/breaking-missing-takoradi-one-year-old-baby-found.html
1022,http://web.archive.org/web/20180401051902/https://ghanaxtra.com/2018/03/anyidohos-arrest-much-ado-nothing-general-mosquito.html
1023,http://web.archive.org/web/20190213123629/http://ghanaxtra.com/2019/02/zylofon-medias-willi-roi-dead.html
1024,http://web.archive.org/web/20211201101811/https://ghanaxtra.com/2021/11/bulldog-involved-in-near-fatal-accident-at-adabrakavideo.html
1025,http://web.archive.org/web/20180401051902/https://ghanaxtra.com/2018/03/ghana-will-soon-legalise-homosexuality-us-ambassador.html
1026,http://web.archive.org/web/20201115222722/https://ghanaxtra.com/2020/11/martin-amidus-posture-is-extremely-disturbing-manasseh-azure.html
1027,http://web.archive.org/web/20190213123629/http://ghanaxtra.com/2019/02/confirmed-techiman-is-the-capital-of-bono-east-region.html
1028,http://web.archive.org/web/20180331145612/https://ghanaxtra.com/2018/01/photos-ebony-reigns-really-occultism-check-full-details.html
1029,http://web.archive.org/web/20200422221142/https://ghanaxtra.com/2020/04/paul-adom-otchere-apologises-for-using-unprintable-words-on-zanetor-rawlings.html
1030,http://web.archive.org/web/20201101082755/https://ghanaxtra.com/2020/10/npp-pc-for-yapei-kusawgu-who-died-in-ghastly-accident-buried.html
1031,http://web.archive.org/web/20180413043210/https://ghanaxtra.com/2018/04/photo-actor-majid-michel-welcomes-fourth-child.html
1032,http://web.archive.org/web/20190328010556/http://ghanaxtra.com/2019/03/lucky-tuesday-lotto-results-for-march-26-2019-2.html
1033,http://web.archive.org/web/20210918022838/https://ghanaxtra.com/2021/09/trending-photo-bono-east-minister-captured-pushing-truck-stuck-in-mud.html
1034,http://web.archive.org/web/20210513163049/https://ghanaxtra.com/2021/05/caleb-kudah-details-how-national-security-operatives-slapped-him-several-times.html
1035,http://web.archive.org/web/20220704040657/https://ghanaxtra.com/2022/03/food-vendors-attacked-by-suspected-military-men-in-bawkuphotos.html
1036,http://web.archive.org/web/20210125211815/https://ghanaxtra.com/2021/01/frema-opare-retained-as-chief-of-staff-as-akufo-addo-makes-13-appointments.html
1037,http://web.archive.org/web/20190125013254/http://ghanaxtra.com/2018/03/mahamas-infrastructural-record-impeccable-us-ambassador.html
1038,http://web.archive.org/web/20220309024027/https://ghanaxtra.com/2022/02/breaking-news-utag-suspends-industrial-action-after-executive-meeting.html
1039,http://web.archive.org/web/20211215062122/https://ghanaxtra.com/2021/11/journalist-albert-still-jobless-as-braggart-kevin-taylor-dodges-employment-promise.html
1040,http://web.archive.org/web/20200804004454/https://ghanaxtra.com/2020/07/former-cameroon-football-legend-stephen-tataw-is-dead.html
1041,http://web.archive.org/web/20181123200930/http://ghanaxtra.com/2018/11/arsenal-transfer-news-gunners-face-battle-with-crystal-palace-sevilla-and-valladolid-for-roma-striker-patrik-schick.html
1042,http://web.archive.org/web/20181214162817/http://ghanaxtra.com/2017/07/ndc-marks-five-years-of-mills-ascending-into-immortality.html
1043,http://web.archive.org/web/20181123200930/http://ghanaxtra.com/2018/11/photos-student-gets-red-buttocks-ruthless-canning-teacher.html
1044,http://web.archive.org/web/20181214162817/http://ghanaxtra.com/2017/09/18-video-two-university-of-ghana-students-caught-having-hot-sx.html
1045,http://web.archive.org/web/20210618095204/https://ghanaxtra.com/2021/06/full-judgment-achimota-vrs-rastafarian-studentsdocument.html
1046,http://web.archive.org/web/20190125013254/http://ghanaxtra.com/2019/01/british-lawmaker-i-do-object-to-being-called-a-nazi.html
1047,http://web.archive.org/web/20180331145612/https://ghanaxtra.com/2017/07/photos-one-week-celebration-of-the-late-deputy-kotoko-equipment-officer-underway.html
1048,http://web.archive.org/web/20181124103259/http://ghanaxtra.com/2018/11/emery-discusses-guardiola-simeone-neymar-and-recommending-pochettino-to-valencia.html
1049,http://web.archive.org/web/20190125013254/http://ghanaxtra.com/2018/01/four-years-ghanaians-still-remember-komla-dumor.html
1050,http://web.archive.org/web/20190325095346/http://ghanaxtra.com/2019/03/lionel-messi-scores-another-hat-trick-and-this-could-be-his-best.html
1051,http://web.archive.org/web/20190320172358/http://ghanaxtra.com/2019/02/afriyie-acquah-loses-father.html
1052,http://web.archive.org/web/20181214162817/http://ghanaxtra.com/2017/10/who-leads-liberia-as-both-george-weah-and-joseph-boakai-rush-to-t-b-joshua-ahead-of-second-round.html
1053,http://web.archive.org/web/20211215062122/https://ghanaxtra.com/2021/12/wassce-2021-results-out-full-statistics-available-here.html
1054,http://web.archive.org/web/20220126232214/https://ghanaxtra.com/2022/01/i-had-brain-tumor-not-stroke-ken-agyapong-settles-sickness-rumours.html
1055,http://web.archive.org/web/20210411080304/https://ghanaxtra.com/2021/04/this-is-the-nude-video-that-got-abena-korkor-fired-from-tv3.html
1056,http://web.archive.org/web/20210618095204/https://ghanaxtra.com/2021/06/abena-korkor-makes-donation-to-accra-psychiatric-hospital.html
1057,http://web.archive.org/web/20200930233654/https://ghanaxtra.com/2020/09/football-is-back-as-akufo-addo-lifts-ban-on-contact-sports.html
1058,http://web.archive.org/web/20190320172358/http://ghanaxtra.com/2017/07/johannesburg-adjuged-wealthiest-city-in-africa-see-the-10-richest-cities-in-africa-here.html
1059,http://web.archive.org/web/20190213123629/http://ghanaxtra.com/2018/10/sporting-lisbon-vs-arsenal-live-talksport-commentary-kick-off-time-and-team-news-for-europa-league-group-game.html
1060,http://web.archive.org/web/20201128054921/https://ghanaxtra.com/2020/11/2020-wassce-out-over-150000-students-fail-integrated-science.html
1061,http://web.archive.org/web/20220525044517/https://ghanaxtra.com/2022/04/wassce-2021-4-st-james-students-grab-waec-topmost-awards.html
1062,http://web.archive.org/web/20211026191535/https://ghanaxtra.com/2021/10/shatta-wale-reportedly-shot-by-unknown-gunmen.html
1063,http://web.archive.org/web/20170709171826/http://www.ghanaxtra.com/2017/05/oprah-and-beyonce-feature-on-forbes.html
1064,http://web.archive.org/web/20181226221337/http://ghanaxtra.com/2018/12/cardiff-want-to-pay-15-million-euros-to-keep-camarasa.html
1065,http://web.archive.org/web/20190227194332/http://ghanaxtra.com/2019/01/eden-hazard-transfer-latest-chelsea-manager-maurizio-sarri-says-belgium-forward-can-leave-stamford-bridge-if-he-wants-to.html
1066,http://web.archive.org/web/20170810084939/http://www.ghanaxtra.com/2017/08/waec-clears-all-185-schools-releases.html
1067,http://web.archive.org/web/20210725003713/https://ghanaxtra.com/2021/07/breaking-news-full-list-of-mmdces-for-the-eastern-region.html
1068,http://web.archive.org/web/20190320172358/http://ghanaxtra.com/2019/03/keeping-faith-with-the-masses-abronye-dc-the-de-facto-chairman-of-bono-region.html
1069,http://web.archive.org/web/20190328010556/http://ghanaxtra.com/2018/10/video-sarkodie-calls-shatta-wale-after-giving-him-his-advice.html
1070,http://web.archive.org/web/20210121185243/https://ghanaxtra.com/2021/01/just-in-akufo-addo-appoints-46-ministers-in-new-govt.html
1071,http://web.archive.org/web/20190213123629/http://ghanaxtra.com/2017/08/zimbabwean-government-bans-dancer-who-dances-with-no-panties-from-performing-at-an-event.html
1072,http://web.archive.org/web/20220128231400/https://ghanaxtra.com/2022/01/i-had-brain-tumor-not-stroke-ken-agyapong-settles-sickness-rumours.html
1073,http://web.archive.org/web/20210121185243/https://ghanaxtra.com/2021/01/revealed-how-npp-mps-were-tricked-into-rushing-to-parliament-at-400am.html
1074,http://web.archive.org/web/20201101082755/https://ghanaxtra.com/2020/10/utv-suspends-sammy-gyamfis-nokw3r3-mmr3-programme.html
1075,http://web.archive.org/web/20220309024027/https://ghanaxtra.com/2021/12/tamale-technical-university-rusticates-196-students-over-examination-malpractice.html
1076,http://web.archive.org/web/20180413043210/https://ghanaxtra.com/2018/03/renaming-flagstaff-house-shoddy-work-disgraces-akufo-addo.html
1077,http://web.archive.org/web/20180819194425/https://ghanaxtra.com/2018/07/relegation-safety-protocols-cause-workplace-accidents-baffour-awuah.html
1078,http://web.archive.org/web/20220128231400/https://ghanaxtra.com/2022/01/peter-suaka-writes-start-afresh.html
1079,http://web.archive.org/web/20211215062122/https://ghanaxtra.com/2021/12/just-in-captain-smart-arrested-over-offensive-conduct.html
1080,http://web.archive.org/web/20190116064121/http://ghanaxtra.com/2018/12/photos-ghanaian-celebrities-moms.html
1081,http://web.archive.org/web/20181226221337/http://ghanaxtra.com/2017/08/waec-clears-all-185-schools-releases-entire-results.html
1082,http://web.archive.org/web/20220309024027/https://ghanaxtra.com/2021/12/just-in-ges-sacks-comedian-teacher-kwadwo-for-professional-misconduct.html
1083,http://web.archive.org/web/20210618095204/https://ghanaxtra.com/2021/06/video-how-police-officer-was-shot-by-armed-robbers-in-daylight.html
1084,http://web.archive.org/web/20190330214510/http://ghanaxtra.com/2019/03/photos-bank-of-ghana-bullion-van-carrying-money-breaks-down-on-the-road.html
1085,http://web.archive.org/web/20190330214510/http://ghanaxtra.com/2017/10/former-affram-plains-north-mp-aboagye-didieye-dies.html
1086,http://web.archive.org/web/20181214162817/http://ghanaxtra.com/2018/12/tottenham-news-dele-alli-says-beating-barcelona-at-the-camp-nou-would-be-one-of-clubs-greatest-results.html
1087,http://web.archive.org/web/20181123200930/http://ghanaxtra.com/2018/11/video-fire-personnel-struggle-helplessly-fire-consumes-vehicle.html
1088,http://web.archive.org/web/20181225172547/http://ghanaxtra.com/2018/12/turkey-masses-troops-near-kurdish-held-syrian-town.html
1089,http://web.archive.org/web/20211026191535/https://ghanaxtra.com/2021/10/ghanas-ambassador-to-italy-eudora-quartey-koranteng-has-died.html
1090,http://web.archive.org/web/20211017151719/https://ghanaxtra.com/2021/10/hot-video-free-for-all-fight-at-confirmation-of-cape-coast-mayor.html
1091,http://web.archive.org/web/20180409195513/https://ghanaxtra.com/2018/04/ndc-full-wise-people-can-predict-future-ken-agyapong.html
1092,http://web.archive.org/web/20190116064121/http://ghanaxtra.com/2018/08/brong-ahafo-region-comprehensive-report-46-candidates-seeking-lead-ndcs-agenda-2020.html
1093,http://web.archive.org/web/20181225172547/http://ghanaxtra.com/2018/11/transfer-news-inter-milan-in-pole-position-to-sign-arsenal-and-tottenham-target-hector-herrera.html
1094,http://web.archive.org/web/20220704040657/https://ghanaxtra.com/2022/02/berekum-east-npp-constituency-office-vandalisedphotos.html
1095,http://web.archive.org/web/20180819194425/https://ghanaxtra.com/2018/06/2018-bet-awards-davido-wins-best-international-act.html
1096,http://web.archive.org/web/20190116064121/http://ghanaxtra.com/2019/01/man-stabbed-to-death-on-board-surrey-train.html
1097,http://web.archive.org/web/20190125013254/http://ghanaxtra.com/2019/01/growing-lean-wont-allow-fuck-joyce-dzidzor-mensah-tells-reverend-obofour.html
1098,http://web.archive.org/web/20190210115434/http://ghanaxtra.com/2018/10/opinion-will-ghana-education-service-stop-charging-illegal-fees.html
1099,http://web.archive.org/web/20190127074742/http://ghanaxtra.com/2018/12/meghans-dad-says-daughter-ghosting-him-since-wedding.html
1100,http://web.archive.org/web/20181123200930/http://ghanaxtra.com/2017/10/fifa-rejects-ghanas-protest-against-south-african-referee.html
1101,http://web.archive.org/web/20210918022838/https://ghanaxtra.com/2021/09/angry-osei-tutu-students-destroy-assistant-headmasters-farm-over-strict-invigilation.html
1102,http://web.archive.org/web/20190210115434/http://ghanaxtra.com/2019/02/fortune-thursday-lotto-results-february-7-2019.html
1103,http://web.archive.org/web/20220704030357/https://ghanaxtra.com/2022/03/breaking-e-levy-passed-amid-boycott-by-minority.html
1104,http://web.archive.org/web/20220309024027/https://ghanaxtra.com/2021/12/sad-day-tributes-pour-in-for-multimedias-elvis-kwashie.html
1105,http://web.archive.org/web/20181225172547/http://ghanaxtra.com/2017/07/sad-news-highlife-musician-paapa-yankson-has-died.html
1106,http://web.archive.org/web/20190330214510/http://ghanaxtra.com/2018/03/ghana-will-soon-legalise-homosexuality-us-ambassador.html
1107,http://web.archive.org/web/20201101082755/https://ghanaxtra.com/2020/10/video-free-for-all-fight-at-ndc-youth-organisers-funeral.html
1108,http://web.archive.org/web/20201115222722/https://ghanaxtra.com/2020/11/teacher-canes-2-students-basabasa-for-laughing-at-him.html
1109,http://web.archive.org/web/20190127074742/http://ghanaxtra.com/2017/08/a-plus-makes-u-turn-apologises-for-decribing-two-deputy-chiefs-of-staff-as-corrupt-and-stpid.html
1110,http://web.archive.org/web/20180401051902/https://ghanaxtra.com/2018/03/counselor-lutterodt-fooling-much-will-give-200-anyone-can-slap-musician.html
1111,http://web.archive.org/web/20200503085750/https://ghanaxtra.com/2020/04/obinim-beats-u-turn-vows-to-deal-with-kennedy-agyapong-spirituallyvideo.html
1112,http://web.archive.org/web/20211017151719/https://ghanaxtra.com/2021/10/ghanaian-develops-worlds-first-wireless-earbuds-that-auto-translates.html
1113,http://web.archive.org/web/20190328010556/http://ghanaxtra.com/2019/03/breaking-parliament-passes-rti-bill-after-17-years-delay.html
1114,http://web.archive.org/web/20180409195513/https://ghanaxtra.com/2017/10/video-soldiers-and-police-personnel-dance-to-one-corner-song.html
1115,http://web.archive.org/web/20211229184821/https://ghanaxtra.com/2021/12/sad-day-tributes-pour-in-for-multimedias-elvis-kwashie.html
1116,http://web.archive.org/web/20200503085750/https://ghanaxtra.com/2020/04/a-breakdown-of-ghanas-covid-19-cases-region-by-region.html
1117,http://web.archive.org/web/20220525044517/https://ghanaxtra.com/2022/03/peter-suaka-writes-law-of-karma.html
1118,http://web.archive.org/web/20190413105257/https://ghanaxtra.com/2019/04/midweek-lotto-results-for-april-10-2019.html
1119,http://web.archive.org/web/20211215062122/https://ghanaxtra.com/2021/11/prempeh-college-beat-presec-ketasco-to-win-5th-nsmq-title.html
1120,http://web.archive.org/web/20201024153408/https://ghanaxtra.com/2020/10/ec-lied-against-me-i-didnt-forge-any-signature-odike.html
1121,http://web.archive.org/web/20181124103259/http://ghanaxtra.com/2018/10/photos-shatta-listens-sarkodie-customises-mecedes-benz-advice-1-18.html
1122,http://web.archive.org/web/20220525044517/https://ghanaxtra.com/2022/01/level-400-uew-student-drowns-at-shakina-lodge.html
1123,http://web.archive.org/web/20181123200930/http://ghanaxtra.com/2017/09/video-singer-stephanie-benson-and-master-richard-join-one-corner-craze.html
1124,http://web.archive.org/web/20180401051902/https://ghanaxtra.com/2017/07/accra-police-officer-shot-dead-in-daylight-robbery.html
1125,http://web.archive.org/web/20181122183640/http://ghanaxtra.com/2018/06/hot-photos-prophet-kumchacha-xandy-kamel-hit-internet.html
1126,http://web.archive.org/web/20181225172547/http://ghanaxtra.com/2018/12/tony-adams-former-arsenal-and-england-defender-to-become-rugby-football-league-president.html
1127,http://web.archive.org/web/20190123191109/http://ghanaxtra.com/2018/02/fornication-not-sin-try-car-buy-plus.html
1128,http://web.archive.org/web/20211026191535/https://ghanaxtra.com/2021/09/breaking-news-akufo-addo-finalises-list-of-mmdce-nominees-forwards-list-to-dan-botwe-for-announcement.html
1129,http://web.archive.org/web/20181122183640/http://ghanaxtra.com/2017/07/mills-burial-place-in-deplorable-state-brother-threatens-to-exhume-body.html
1130,http://web.archive.org/web/20190125013254/http://ghanaxtra.com/2018/04/ndc-full-wise-people-can-predict-future-ken-agyapong.html
1131,http://web.archive.org/web/20181225172547/http://ghanaxtra.com/2018/12/brexit-theresa-may-understood-to-be-delaying-key-vote.html
1132,http://web.archive.org/web/20190327010157/http://ghanaxtra.com/2019/02/hot-audio-ghanaians-want-me-backthey-have-regretted-kicking-me-out-john-mahama.html
1133,http://web.archive.org/web/20220126232214/https://ghanaxtra.com/2022/01/peter-suaka-writes-start-afresh.html
1134,http://web.archive.org/web/20181214162817/http://ghanaxtra.com/2017/12/florentino-perez-wants-ronaldo-to-retire-at-real-madrid.html
1135,http://web.archive.org/web/20170802195546/http://www.ghanaxtra.com/p/privacy-policy.html
1136,http://web.archive.org/web/20210121185243/https://ghanaxtra.com/2021/01/breaking-news-speaker-declares-npp-as-majority-group-in-parliament.html
1137,http://web.archive.org/web/20220309024027/https://ghanaxtra.com/2021/12/how-igp-akuffo-dampare-timeously-saved-a-dying-man.html
1138,http://web.archive.org/web/20190327010157/http://ghanaxtra.com/2018/01/bawumia-on-medical-leave-flies-to-uk.html
1139,http://web.archive.org/web/20181214162817/http://ghanaxtra.com/2018/12/theresa-may-comes-up-empty-in-brussels-with-no-new-brexit-concessions.html
1140,http://web.archive.org/web/20220324025456/https://ghanaxtra.com/2021/12/tamale-technical-university-rusticates-196-students-over-examination-malpractice.html
1141,http://web.archive.org/web/20190328010556/http://ghanaxtra.com/2019/03/singer-r-kelly-arrested-for-unpaid-child-support.html
1142,http://web.archive.org/web/20201115222722/https://ghanaxtra.com/2020/11/okudzeto-ablakwa-dashes-ghc1000-to-honest-service-personnel-who-returned-unearned-salary.html
1143,http://web.archive.org/web/20190213123629/http://ghanaxtra.com/2019/02/ndc-refuses-recognise-agyarko-widow-labels-bloody-widow.html
1144,http://web.archive.org/web/20181122183640/http://ghanaxtra.com/2017/12/photos-ndc-takes-maiden-outreach-party-school-to-brong-ahafo.html
1145,http://web.archive.org/web/20190213123629/http://ghanaxtra.com/2017/09/read-full-report-by-ict-experts-that-led-to-the-cancellation-of-the-kenyan-presidential-results.html
1146,http://web.archive.org/web/20190125013254/http://ghanaxtra.com/2018/11/emery-discusses-guardiola-simeone-neymar-and-recommending-pochettino-to-valencia.html
1147,http://web.archive.org/web/20210411080304/https://ghanaxtra.com/2021/04/achimota-school-admits-female-halfcaste-with-long-hair-after-refusing-rastafarians.html
1148,http://web.archive.org/web/20180331145612/https://ghanaxtra.com/2017/09/i-agree-with-appiah-stadium-akufo-addo-is-a-wee-smoker-general-mosquito.html
1149,http://web.archive.org/web/20220525034713/https://ghanaxtra.com/2022/03/arsenal-midfielder-thomas-partey-converts-to-islam.html
1150,http://web.archive.org/web/20180401051902/https://ghanaxtra.com/2018/03/koforidua-man-arrested-stealing-church-offering-amplifier.html
1151,http://web.archive.org/web/20180819194425/https://ghanaxtra.com/2018/07/ameri-deal-fraudulent-npp-secretary.html
1152,http://web.archive.org/web/20211026191535/https://ghanaxtra.com/2021/10/hot-video-free-for-all-fight-at-confirmation-of-cape-coast-mayor.html
1153,http://web.archive.org/web/20180819194425/https://ghanaxtra.com/2018/08/bank-ghana-engaged-propaganda-collapse-business-zylophone-boss.html
1154,http://web.archive.org/web/20190127074742/http://ghanaxtra.com/2018/03/assassins-akufo-addo-stop-will-name-rev-owusu-bempah.html
1155,http://web.archive.org/web/20190320172358/http://ghanaxtra.com/2019/03/monday-special-lotto-results-for-18th-march-2019.html
1156,http://web.archive.org/web/20190213123629/http://ghanaxtra.com/2018/03/ghana-will-soon-legalise-homosexuality-us-ambassador.html
1157,http://web.archive.org/web/20181123200930/http://ghanaxtra.com/2018/11/mi5-too-slow-over-manchester-arena-bomber.html
1158,http://web.archive.org/web/20220309070018/https://ghanaxtra.com/2021/12/how-igp-akuffo-dampare-timeously-saved-a-dying-man.html
1159,http://web.archive.org/web/20220324025456/https://ghanaxtra.com/2022/01/level-400-uew-student-drowns-at-shakina-lodge.html
1160,http://web.archive.org/web/20190327010157/http://ghanaxtra.com/2018/03/mahamas-infrastructural-record-impeccable-us-ambassador.html
1161,http://web.archive.org/web/20201024153408/https://ghanaxtra.com/2020/09/chinese-man-rejects-chieftaincy-title-over-unnecessary-noise.html
1162,http://web.archive.org/web/20181226221337/http://ghanaxtra.com/2018/10/a-champions-league-xl-of-players-that-have-disappeared.html
1163,http://web.archive.org/web/20190116064121/http://ghanaxtra.com/2018/07/2018-wassce-results-26434-candidates-risk-cancellation.html
1164,http://web.archive.org/web/20201024153408/https://ghanaxtra.com/2020/09/rawlings-officially-announces-death-of-his-mother.html
1165,http://web.archive.org/web/20220704030357/https://ghanaxtra.com/2022/03/oliver-barker-vormawor-granted-bail-by-tema-high-court.html
1166,http://web.archive.org/web/20190123191109/http://ghanaxtra.com/2018/06/video-anas-trouble-kennedy-agyapong-finally-drops-watches-watchman.html
1167,http://web.archive.org/web/20210121185243/https://ghanaxtra.com/2021/01/fmr-asante-kotoko-defender-augustine-sefah-now-a-fetish-priest.html
1168,http://web.archive.org/web/20190213123629/http://ghanaxtra.com/2017/10/koforidua-river-turns-into-blood-after-heavy-rainfall.html
1169,http://web.archive.org/web/20190320172358/http://ghanaxtra.com/2019/03/ndc-presents-state-of-ghanas-economy-on-wednesday.html
1170,http://web.archive.org/web/20180331145612/https://ghanaxtra.com/2018/02/photos-thousands-patronise-ebonys-one-week-celebration.html
1171,http://web.archive.org/web/20190328010556/http://ghanaxtra.com/2019/03/photos-bank-of-ghana-bullion-van-carrying-money-breaks-down-on-the-road.html
1172,http://web.archive.org/web/20180413043210/https://ghanaxtra.com/2018/04/bukom-banku-police-cells-assaulting-assembly-member.html
1173,http://web.archive.org/web/20181123200930/http://ghanaxtra.com/2017/08/under-fire-deputy-agric-minister-finally-resigns.html
1174,http://web.archive.org/web/20200503085750/https://ghanaxtra.com/2020/04/evangelist-papa-shee-describes-how-he-spiritually-defeated-obinim.html
1175,http://web.archive.org/web/20190227194332/http://ghanaxtra.com/2018/04/st-james-old-boy-wins-tokyos-policy-institute-award.html
1176,http://web.archive.org/web/20220525044517/https://ghanaxtra.com/2022/03/breaking-e-levy-passed-amid-boycott-by-minority.html
1177,http://web.archive.org/web/20200804004454/https://ghanaxtra.com/2020/07/female-second-year-shs-student-dies-in-examination-hall.html
1178,http://web.archive.org/web/20190413105257/https://ghanaxtra.com/2019/04/meet-the-5-most-hated-ghanaians-in-2019.html
1179,http://web.archive.org/web/20190227194332/http://ghanaxtra.com/2019/02/afriyie-acquah-loses-father.html
1180,http://web.archive.org/web/20220324025456/https://ghanaxtra.com/2022/03/arsenal-midfielder-thomas-partey-converts-to-islam.html
1181,http://web.archive.org/web/20190125013254/http://ghanaxtra.com/2018/12/exclusive-captain-smart-set-marry-dumping-afia-pokua.html
1182,http://web.archive.org/web/20210725003713/https://ghanaxtra.com/2021/07/video-the-sad-state-of-popular-sound-engineer-sugar-tone.html
1183,http://web.archive.org/web/20190210115434/http://ghanaxtra.com/2018/11/video-fire-personnel-struggle-helplessly-fire-consumes-vehicle.html
1184,http://web.archive.org/web/20190327010157/http://ghanaxtra.com/2018/03/18-photos-scandal-rocks-royal-family-bride-bes-nude-photos-get-leaked-online.html
1185,http://web.archive.org/web/20190116064121/http://ghanaxtra.com/2019/01/pele-mbappe-can-be-the-new-pele-im-not-joking.html
1186,http://web.archive.org/web/20180401051902/https://ghanaxtra.com/2018/03/go-ask-samini-killed-music-angry-shatta-wale-brags.html
1187,http://web.archive.org/web/20201101082755/https://ghanaxtra.com/2020/10/truck-driver-arrested-over-death-of-yapei-kusawgu-npp-pc.html
1188,http://web.archive.org/web/20220525034713/https://ghanaxtra.com/2022/03/customer-wrongfully-arrested-by-stanbic-bank-gets-compensation.html
1189,http://web.archive.org/web/20211026191535/https://ghanaxtra.com/2021/10/leader-of-western-togoland-papavi-hogbedetor-reported-dead.html
1190,http://web.archive.org/web/20200804004454/https://ghanaxtra.com/2020/07/stop-maligning-the-people-of-the-volta-region-manasseh-tells-npp.html
1191,http://web.archive.org/web/20210618095204/https://ghanaxtra.com/2021/06/photo-tomb-of-npps-sir-john-angers-facebookers.html
1192,http://web.archive.org/web/20201128054921/https://ghanaxtra.com/2020/11/martin-amidu-replies-akufo-addo-decribes-him-as-mother-corruption-serpent-in-latest-epistle.html
1193,http://web.archive.org/web/20190123191109/http://ghanaxtra.com/2018/12/video-captain-smart-obaapa-christy-thrill-viewers-badwam.html
1194,http://web.archive.org/web/20190327010157/http://ghanaxtra.com/2019/03/kintampo-is-the-spiritual-headquarters-for-human-parts-and-blood-eagle-prophet.html
1195,http://web.archive.org/web/20200422221142/https://ghanaxtra.com/2020/04/ghanas-confirmed-cases-of-coronavirus-jump-to-834.html
